cod,name,generation,status,species,form,type1,type2,height_m,weight_kg,total,hp,attack,defense,spatk,spdef,speed,img
568,Trubbish,5,Normal,Trash Bag Pokémon,,Poison,,0.6,31.0,329,50,50,62,40,62,65,https://img.pokemondb.net/sprites/home/normal/trubbish.png
569,Garbodor,5,Normal,Trash Heap Pokémon,,Poison,,1.9,107.3,474,80,95,82,60,82,75,https://img.pokemondb.net/sprites/home/normal/garbodor.png
570,Zorua,5,Normal,Tricky Fox Pokémon,,Dark,,0.7,12.5,330,40,65,40,80,40,65,https://img.pokemondb.net/sprites/home/normal/zorua.png
571,Zoroark,5,Normal,Illusion Fox Pokémon,,Dark,,1.6,81.1,510,60,105,60,120,60,105,https://img.pokemondb.net/sprites/home/normal/zoroark.png
572,Minccino,5,Normal,Chinchilla Pokémon,,Normal,,0.4,5.8,300,55,50,40,40,40,75,https://img.pokemondb.net/sprites/home/normal/minccino.png
573,Cinccino,5,Normal,Scarf Pokémon,,Normal,,0.5,7.5,470,75,95,60,65,60,115,https://img.pokemondb.net/sprites/home/normal/cinccino.png
574,Gothita,5,Normal,Fixation Pokémon,,Psychic,,0.4,5.8,290,45,30,50,55,65,45,https://img.pokemondb.net/sprites/home/normal/gothita.png
575,Gothorita,5,Normal,Manipulate Pokémon,,Psychic,,0.7,18.0,390,60,45,70,75,85,55,https://img.pokemondb.net/sprites/home/normal/gothorita.png
576,Gothitelle,5,Normal,Astral Body Pokémon,,Psychic,,1.5,44.0,490,70,55,95,95,110,65,https://img.pokemondb.net/sprites/home/normal/gothitelle.png
577,Solosis,5,Normal,Cell Pokémon,,Psychic,,0.3,1.0,290,45,30,40,105,50,20,https://img.pokemondb.net/sprites/home/normal/solosis.png
578,Duosion,5,Normal,Mitosis Pokémon,,Psychic,,0.6,8.0,370,65,40,50,125,60,30,https://img.pokemondb.net/sprites/home/normal/duosion.png
579,Reuniclus,5,Normal,Multiplying Pokémon,,Psychic,,1.0,20.1,490,110,65,75,125,85,30,https://img.pokemondb.net/sprites/home/normal/reuniclus.png
580,Ducklett,5,Normal,Water Bird Pokémon,,Water,Flying,0.5,5.5,305,62,44,50,44,50,55,https://img.pokemondb.net/sprites/home/normal/ducklett.png
581,Swanna,5,Normal,White Bird Pokémon,,Water,Flying,1.3,24.2,473,75,87,63,87,63,98,https://img.pokemondb.net/sprites/home/normal/swanna.png
582,Vanillite,5,Normal,Fresh Snow Pokémon,,Ice,,0.4,5.7,305,36,50,50,65,60,44,https://img.pokemondb.net/sprites/home/normal/vanillite.png
583,Vanillish,5,Normal,Icy Snow Pokémon,,Ice,,1.1,41.0,395,51,65,65,80,75,59,https://img.pokemondb.net/sprites/home/normal/vanillish.png
584,Vanilluxe,5,Normal,Snowstorm Pokémon,,Ice,,1.3,57.5,535,71,95,85,110,95,79,https://img.pokemondb.net/sprites/home/normal/vanilluxe.png
585,Deerling,5,Normal,Season Pokémon,,Normal,Grass,0.6,19.5,335,60,60,50,40,50,75,https://img.pokemondb.net/sprites/home/normal/deerling.png
586,Sawsbuck,5,Normal,Season Pokémon,,Normal,Grass,1.9,92.5,475,80,100,70,60,70,95,https://img.pokemondb.net/sprites/home/normal/sawsbuck.png
587,Emolga,5,Normal,Sky Squirrel Pokémon,,Electric,Flying,0.4,5.0,428,55,75,60,75,60,103,https://img.pokemondb.net/sprites/home/normal/emolga.png
588,Karrablast,5,Normal,Clamping Pokémon,,Bug,,0.5,5.9,315,50,75,45,40,45,60,https://img.pokemondb.net/sprites/home/normal/karrablast.png
589,Escavalier,5,Normal,Cavalry Pokémon,,Bug,Steel,1.0,33.0,495,70,135,105,60,105,20,https://img.pokemondb.net/sprites/home/normal/escavalier.png
590,Foongus,5,Normal,Mushroom Pokémon,,Grass,Poison,0.2,1.0,294,69,55,45,55,55,15,https://img.pokemondb.net/sprites/home/normal/foongus.png
591,Amoonguss,5,Normal,Mushroom Pokémon,,Grass,Poison,0.6,10.5,464,114,85,70,85,80,30,https://img.pokemondb.net/sprites/home/normal/amoonguss.png
592,Frillish,5,Normal,Floating Pokémon,,Water,Ghost,1.2,33.0,335,55,40,50,65,85,40,https://img.pokemondb.net/sprites/home/normal/frillish.png
593,Jellicent,5,Normal,Floating Pokémon,,Water,Ghost,2.2,135.0,480,100,60,70,85,105,60,https://img.pokemondb.net/sprites/home/normal/jellicent.png
594,Alomomola,5,Normal,Caring Pokémon,,Water,,1.2,31.6,470,165,75,80,40,45,65,https://img.pokemondb.net/sprites/home/normal/alomomola.png
595,Joltik,5,Normal,Attaching Pokémon,,Bug,Electric,0.1,0.6,319,50,47,50,57,50,65,https://img.pokemondb.net/sprites/home/normal/joltik.png
596,Galvantula,5,Normal,EleSpider Pokémon,,Bug,Electric,0.8,14.3,472,70,77,60,97,60,108,https://img.pokemondb.net/sprites/home/normal/galvantula.png
597,Ferroseed,5,Normal,Thorn Seed Pokémon,,Grass,Steel,0.6,18.8,305,44,50,91,24,86,10,https://img.pokemondb.net/sprites/home/normal/ferroseed.png
598,Ferrothorn,5,Normal,Thorn Pod Pokémon,,Grass,Steel,1.0,110.0,489,74,94,131,54,116,20,https://img.pokemondb.net/sprites/home/normal/ferrothorn.png
599,Klink,5,Normal,Gear Pokémon,,Steel,,0.3,21.0,300,40,55,70,45,60,30,https://img.pokemondb.net/sprites/home/normal/klink.png
600,Klang,5,Normal,Gear Pokémon,,Steel,,0.6,51.0,440,60,80,95,70,85,50,https://img.pokemondb.net/sprites/home/normal/klang.png
601,Klinklang,5,Normal,Gear Pokémon,,Steel,,0.6,81.0,520,60,100,115,70,85,90,https://img.pokemondb.net/sprites/home/normal/klinklang.png
602,Tynamo,5,Normal,EleFish Pokémon,,Electric,,0.2,0.3,275,35,55,40,45,40,60,https://img.pokemondb.net/sprites/home/normal/tynamo.png
603,Eelektrik,5,Normal,EleFish Pokémon,,Electric,,1.2,22.0,405,65,85,70,75,70,40,https://img.pokemondb.net/sprites/home/normal/eelektrik.png
604,Eelektross,5,Normal,EleFish Pokémon,,Electric,,2.1,80.5,515,85,115,80,105,80,50,https://img.pokemondb.net/sprites/home/normal/eelektross.png
605,Elgyem,5,Normal,Cerebral Pokémon,,Psychic,,0.5,9.0,335,55,55,55,85,55,30,https://img.pokemondb.net/sprites/home/normal/elgyem.png
606,Beheeyem,5,Normal,Cerebral Pokémon,,Psychic,,1.0,34.5,485,75,75,75,125,95,40,https://img.pokemondb.net/sprites/home/normal/beheeyem.png
607,Litwick,5,Normal,Candle Pokémon,,Ghost,Fire,0.3,3.1,275,50,30,55,65,55,20,https://img.pokemondb.net/sprites/home/normal/litwick.png
608,Lampent,5,Normal,Lamp Pokémon,,Ghost,Fire,0.6,13.0,370,60,40,60,95,60,55,https://img.pokemondb.net/sprites/home/normal/lampent.png
609,Chandelure,5,Normal,Luring Pokémon,,Ghost,Fire,1.0,34.3,520,60,55,90,145,90,80,https://img.pokemondb.net/sprites/home/normal/chandelure.png
610,Axew,5,Normal,Tusk Pokémon,,Dragon,,0.6,18.0,320,46,87,60,30,40,57,https://img.pokemondb.net/sprites/home/normal/axew.png
611,Fraxure,5,Normal,Axe Jaw Pokémon,,Dragon,,1.0,36.0,410,66,117,70,40,50,67,https://img.pokemondb.net/sprites/home/normal/fraxure.png
612,Haxorus,5,Normal,Axe Jaw Pokémon,,Dragon,,1.8,105.5,540,76,147,90,60,70,97,https://img.pokemondb.net/sprites/home/normal/haxorus.png
613,Cubchoo,5,Normal,Chill Pokémon,,Ice,,0.5,8.5,305,55,70,40,60,40,40,https://img.pokemondb.net/sprites/home/normal/cubchoo.png
614,Beartic,5,Normal,Freezing Pokémon,,Ice,,2.6,260.0,505,95,130,80,70,80,50,https://img.pokemondb.net/sprites/home/normal/beartic.png
615,Cryogonal,5,Normal,Crystallizing Pokémon,,Ice,,1.1,148.0,515,80,50,50,95,135,105,https://img.pokemondb.net/sprites/home/normal/cryogonal.png
616,Shelmet,5,Normal,Snail Pokémon,,Bug,,0.4,7.7,305,50,40,85,40,65,25,https://img.pokemondb.net/sprites/home/normal/shelmet.png
617,Accelgor,5,Normal,Shell Out Pokémon,,Bug,,0.8,25.3,495,80,70,40,100,60,145,https://img.pokemondb.net/sprites/home/normal/accelgor.png
618,Stunfisk,5,Normal,Trap Pokémon,,Ground,Electric,0.7,11.0,471,109,66,84,81,99,32,https://img.pokemondb.net/sprites/home/normal/stunfisk.png
618,Stunfisk,5,Normal,Trap Pokémon,Galarian Stunfisk,Ground,Steel,0.7,20.5,471,109,81,99,66,84,32,https://img.pokemondb.net/sprites/home/normal/stunfisk-galarian.png
619,Mienfoo,5,Normal,Martial Arts Pokémon,,Fighting,,0.9,20.0,350,45,85,50,55,50,65,https://img.pokemondb.net/sprites/home/normal/mienfoo.png
620,Mienshao,5,Normal,Martial Arts Pokémon,,Fighting,,1.4,35.5,510,65,125,60,95,60,105,https://img.pokemondb.net/sprites/home/normal/mienshao.png
621,Druddigon,5,Normal,Cave Pokémon,,Dragon,,1.6,139.0,485,77,120,90,60,90,48,https://img.pokemondb.net/sprites/home/normal/druddigon.png
622,Golett,5,Normal,Automaton Pokémon,,Ground,Ghost,1.0,92.0,303,59,74,50,35,50,35,https://img.pokemondb.net/sprites/home/normal/golett.png
623,Golurk,5,Normal,Automaton Pokémon,,Ground,Ghost,2.8,330.0,483,89,124,80,55,80,55,https://img.pokemondb.net/sprites/home/normal/golurk.png
624,Pawniard,5,Normal,Sharp Blade Pokémon,,Dark,Steel,0.5,10.2,340,45,85,70,40,40,60,https://img.pokemondb.net/sprites/home/normal/pawniard.png
625,Bisharp,5,Normal,Sword Blade Pokémon,,Dark,Steel,1.6,70.0,490,65,125,100,60,70,70,https://img.pokemondb.net/sprites/home/normal/bisharp.png
626,Bouffalant,5,Normal,Bash Buffalo Pokémon,,Normal,,1.6,94.6,490,95,110,95,40,95,55,https://img.pokemondb.net/sprites/home/normal/bouffalant.png
627,Rufflet,5,Normal,Eaglet Pokémon,,Normal,Flying,0.5,10.5,350,70,83,50,37,50,60,https://img.pokemondb.net/sprites/home/normal/rufflet.png
628,Braviary,5,Normal,Valiant Pokémon,,Normal,Flying,1.5,41.0,510,100,123,75,57,75,80,https://img.pokemondb.net/sprites/home/normal/braviary.png
629,Vullaby,5,Normal,Diapered Pokémon,,Dark,Flying,0.5,9.0,370,70,55,75,45,65,60,https://img.pokemondb.net/sprites/home/normal/vullaby.png
630,Mandibuzz,5,Normal,Bone Vulture Pokémon,,Dark,Flying,1.2,39.5,510,110,65,105,55,95,80,https://img.pokemondb.net/sprites/home/normal/mandibuzz.png
631,Heatmor,5,Normal,Anteater Pokémon,,Fire,,1.4,58.0,484,85,97,66,105,66,65,https://img.pokemondb.net/sprites/home/normal/heatmor.png
632,Durant,5,Normal,Iron Ant Pokémon,,Bug,Steel,0.3,33.0,484,58,109,112,48,48,109,https://img.pokemondb.net/sprites/home/normal/durant.png
633,Deino,5,Normal,Irate Pokémon,,Dark,Dragon,0.8,17.3,300,52,65,50,45,50,38,https://img.pokemondb.net/sprites/home/normal/deino.png
634,Zweilous,5,Normal,Hostile Pokémon,,Dark,Dragon,1.4,50.0,420,72,85,70,65,70,58,https://img.pokemondb.net/sprites/home/normal/zweilous.png
635,Hydreigon,5,Normal,Brutal Pokémon,,Dark,Dragon,1.8,160.0,600,92,105,90,125,90,98,https://img.pokemondb.net/sprites/home/normal/hydreigon.png
636,Larvesta,5,Normal,Torch Pokémon,,Bug,Fire,1.1,28.8,360,55,85,55,50,55,60,https://img.pokemondb.net/sprites/home/normal/larvesta.png
637,Volcarona,5,Normal,Sun Pokémon,,Bug,Fire,1.6,46.0,550,85,60,65,135,105,100,https://img.pokemondb.net/sprites/home/normal/volcarona.png
638,Cobalion,5,Sub Legendary,Iron Will Pokémon,,Steel,Fighting,2.1,250.0,580,91,90,129,90,72,108,https://img.pokemondb.net/sprites/home/normal/cobalion.png
639,Terrakion,5,Sub Legendary,Cavern Pokémon,,Rock,Fighting,1.9,260.0,580,91,129,90,72,90,108,https://img.pokemondb.net/sprites/home/normal/terrakion.png
640,Virizion,5,Sub Legendary,Grassland Pokémon,,Grass,Fighting,2.0,200.0,580,91,90,72,90,129,108,https://img.pokemondb.net/sprites/home/normal/virizion.png
641,Tornadus,5,Sub Legendary,Cyclone Pokémon,Incarnate Forme,Flying,,1.5,63.0,580,79,115,70,125,80,111,https://img.pokemondb.net/sprites/home/normal/tornadus-incarnate.png
641,Tornadus,5,Sub Legendary,Cyclone Pokémon,Therian Forme,Flying,,1.4,63.0,580,79,100,80,110,90,121,https://img.pokemondb.net/sprites/home/normal/tornadus-therian.png
642,Thundurus,5,Sub Legendary,Bolt Strike Pokémon,Incarnate Forme,Electric,Flying,1.5,61.0,580,79,115,70,125,80,111,https://img.pokemondb.net/sprites/home/normal/thundurus-incarnate.png
642,Thundurus,5,Sub Legendary,Bolt Strike Pokémon,Therian Forme,Electric,Flying,3.0,61.0,580,79,105,70,145,80,101,https://img.pokemondb.net/sprites/home/normal/thundurus-therian.png
643,Reshiram,5,Legendary,Vast White Pokémon,,Dragon,Fire,3.2,330.0,680,100,120,100,150,120,90,https://img.pokemondb.net/sprites/home/normal/reshiram.png
644,Zekrom,5,Legendary,Deep Black Pokémon,,Dragon,Electric,2.9,345.0,680,100,150,120,120,100,90,https://img.pokemondb.net/sprites/home/normal/zekrom.png
645,Landorus,5,Sub Legendary,Abundance Pokémon,Incarnate Forme,Ground,Flying,1.5,68.0,600,89,125,90,115,80,101,https://img.pokemondb.net/sprites/home/normal/landorus-incarnate.png
645,Landorus,5,Sub Legendary,Abundance Pokémon,Therian Forme,Ground,Flying,1.3,68.0,600,89,145,90,105,80,91,https://img.pokemondb.net/sprites/home/normal/landorus-therian.png
646,Kyurem,5,Legendary,Boundary Pokémon,,Dragon,Ice,3.0,325.0,660,125,130,90,130,90,95,https://img.pokemondb.net/sprites/home/normal/kyurem.png
646,Kyurem,5,Legendary,Boundary Pokémon,Black Kyurem,Dragon,Ice,3.3,325.0,700,125,170,100,120,90,95,https://img.pokemondb.net/sprites/home/normal/kyurem-black.png
646,Kyurem,5,Legendary,Boundary Pokémon,White Kyurem,Dragon,Ice,3.6,325.0,700,125,120,90,170,100,95,https://img.pokemondb.net/sprites/home/normal/kyurem-white.png
647,Keldeo,5,Mythical,Colt Pokémon,Ordinary Form,Water,Fighting,1.4,48.5,580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/home/normal/keldeo-ordinary.png
647,Keldeo,5,Mythical,Colt Pokémon,Resolute Form,Water,Fighting,1.4,48.5,580,91,72,90,129,90,108,https://img.pokemondb.net/sprites/home/normal/keldeo-resolute.png
648,Meloetta,5,Mythical,Melody Pokémon,Aria Forme,Normal,Psychic,0.6,6.5,600,100,77,77,128,128,90,https://img.pokemondb.net/sprites/home/normal/meloetta-aria.png
648,Meloetta,5,Mythical,Melody Pokémon,Pirouette Forme,Normal,Fighting,0.6,6.5,600,100,128,90,77,77,128,https://img.pokemondb.net/sprites/home/normal/meloetta-pirouette.png
649,Genesect,5,Mythical,Paleozoic Pokémon,,Bug,Steel,1.5,82.5,600,71,120,95,120,95,99,https://img.pokemondb.net/sprites/home/normal/genesect.png
650,Chespin,6,Normal,Spiny Nut Pokémon,,Grass,,0.4,9.0,313,56,61,65,48,45,38,https://img.pokemondb.net/sprites/home/normal/chespin.png
651,Quilladin,6,Normal,Spiny Armor Pokémon,,Grass,,0.7,29.0,405,61,78,95,56,58,57,https://img.pokemondb.net/sprites/home/normal/quilladin.png
652,Chesnaught,6,Normal,Spiny Armor Pokémon,,Grass,Fighting,1.6,90.0,530,88,107,122,74,75,64,https://img.pokemondb.net/sprites/home/normal/chesnaught.png
653,Fennekin,6,Normal,Fox Pokémon,,Fire,,0.4,9.4,307,40,45,40,62,60,60,https://img.pokemondb.net/sprites/home/normal/fennekin.png
654,Braixen,6,Normal,Fox Pokémon,,Fire,,1.0,14.5,409,59,59,58,90,70,73,https://img.pokemondb.net/sprites/home/normal/braixen.png
655,Delphox,6,Normal,Fox Pokémon,,Fire,Psychic,1.5,39.0,534,75,69,72,114,100,104,https://img.pokemondb.net/sprites/home/normal/delphox.png
656,Froakie,6,Normal,Bubble Frog Pokémon,,Water,,0.3,7.0,314,41,56,40,62,44,71,https://img.pokemondb.net/sprites/home/normal/froakie.png
657,Frogadier,6,Normal,Bubble Frog Pokémon,,Water,,0.6,10.9,405,54,63,52,83,56,97,https://img.pokemondb.net/sprites/home/normal/frogadier.png
658,Greninja,6,Normal,Ninja Pokémon,,Water,Dark,1.5,40.0,530,72,95,67,103,71,122,https://img.pokemondb.net/sprites/home/normal/greninja.png
658,Greninja,6,Normal,Ninja Pokémon,Ash-Greninja,Water,Dark,1.5,40.0,640,72,145,67,153,71,132,https://img.pokemondb.net/sprites/home/normal/greninja-ash.png
659,Bunnelby,6,Normal,Digging Pokémon,,Normal,,0.4,5.0,237,38,36,38,32,36,57,https://img.pokemondb.net/sprites/home/normal/bunnelby.png
660,Diggersby,6,Normal,Digging Pokémon,,Normal,Ground,1.0,42.4,423,85,56,77,50,77,78,https://img.pokemondb.net/sprites/home/normal/diggersby.png
661,Fletchling,6,Normal,Tiny Robin Pokémon,,Normal,Flying,0.3,1.7,278,45,50,43,40,38,62,https://img.pokemondb.net/sprites/home/normal/fletchling.png
662,Fletchinder,6,Normal,Ember Pokémon,,Fire,Flying,0.7,16.0,382,62,73,55,56,52,84,https://img.pokemondb.net/sprites/home/normal/fletchinder.png
663,Talonflame,6,Normal,Scorching Pokémon,,Fire,Flying,1.2,24.5,499,78,81,71,74,69,126,https://img.pokemondb.net/sprites/home/normal/talonflame.png
664,Scatterbug,6,Normal,Scatterdust Pokémon,,Bug,,0.3,2.5,200,38,35,40,27,25,35,https://img.pokemondb.net/sprites/home/normal/scatterbug.png
665,Spewpa,6,Normal,Scatterdust Pokémon,,Bug,,0.3,8.4,213,45,22,60,27,30,29,https://img.pokemondb.net/sprites/home/normal/spewpa.png
666,Vivillon,6,Normal,Scale Pokémon,,Bug,Flying,1.2,17.0,411,80,52,50,90,50,89,https://img.pokemondb.net/sprites/home/normal/vivillon.png
667,Litleo,6,Normal,Lion Cub Pokémon,,Fire,Normal,0.6,13.5,369,62,50,58,73,54,72,https://img.pokemondb.net/sprites/home/normal/litleo.png
668,Pyroar,6,Normal,Royal Pokémon,,Fire,Normal,1.5,81.5,507,86,68,72,109,66,106,https://img.pokemondb.net/sprites/home/normal/pyroar.png
669,Flabébé,6,Normal,Single Bloom Pokémon,,Fairy,,0.1,0.1,303,44,38,39,61,79,42,https://img.pokemondb.net/sprites/home/normal/flabebe.png
670,Floette,6,Normal,Single Bloom Pokémon,,Fairy,,0.2,0.9,371,54,45,47,75,98,52,https://img.pokemondb.net/sprites/home/normal/floette.png
671,Florges,6,Normal,Garden Pokémon,,Fairy,,1.1,10.0,552,78,65,68,112,154,75,https://img.pokemondb.net/sprites/home/normal/florges.png
672,Skiddo,6,Normal,Mount Pokémon,,Grass,,0.9,31.0,350,66,65,48,62,57,52,https://img.pokemondb.net/sprites/home/normal/skiddo.png
673,Gogoat,6,Normal,Mount Pokémon,,Grass,,1.7,91.0,531,123,100,62,97,81,68,https://img.pokemondb.net/sprites/home/normal/gogoat.png
674,Pancham,6,Normal,Playful Pokémon,,Fighting,,0.6,8.0,348,67,82,62,46,48,43,https://img.pokemondb.net/sprites/home/normal/pancham.png
675,Pangoro,6,Normal,Daunting Pokémon,,Fighting,Dark,2.1,136.0,495,95,124,78,69,71,58,https://img.pokemondb.net/sprites/home/normal/pangoro.png
676,Furfrou,6,Normal,Poodle Pokémon,,Normal,,1.2,28.0,472,75,80,60,65,90,102,https://img.pokemondb.net/sprites/home/normal/furfrou.png
677,Espurr,6,Normal,Restraint Pokémon,,Psychic,,0.3,3.5,355,62,48,54,63,60,68,https://img.pokemondb.net/sprites/home/normal/espurr.png
678,Meowstic,6,Normal,Constraint Pokémon,Male,Psychic,,0.6,8.5,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/home/normal/meowstic-male.png
678,Meowstic,6,Normal,Constraint Pokémon,Female,Psychic,,0.6,8.5,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/home/normal/meowstic-female.png
679,Honedge,6,Normal,Sword Pokémon,,Steel,Ghost,0.8,2.0,325,45,80,100,35,37,28,https://img.pokemondb.net/sprites/home/normal/honedge.png
680,Doublade,6,Normal,Sword Pokémon,,Steel,Ghost,0.8,4.5,448,59,110,150,45,49,35,https://img.pokemondb.net/sprites/home/normal/doublade.png
681,Aegislash,6,Normal,Royal Sword Pokémon,Shield Forme,Steel,Ghost,1.7,53.0,500,60,50,140,50,140,60,https://img.pokemondb.net/sprites/home/normal/aegislash-shield.png
681,Aegislash,6,Normal,Royal Sword Pokémon,Blade Forme,Steel,Ghost,1.7,53.0,500,60,140,50,140,50,60,https://img.pokemondb.net/sprites/home/normal/aegislash-blade.png
682,Spritzee,6,Normal,Perfume Pokémon,,Fairy,,0.2,0.5,341,78,52,60,63,65,23,https://img.pokemondb.net/sprites/home/normal/spritzee.png
683,Aromatisse,6,Normal,Fragrance Pokémon,,Fairy,,0.8,15.5,462,101,72,72,99,89,29,https://img.pokemondb.net/sprites/home/normal/aromatisse.png
684,Swirlix,6,Normal,Cotton Candy Pokémon,,Fairy,,0.4,3.5,341,62,48,66,59,57,49,https://img.pokemondb.net/sprites/home/normal/swirlix.png
685,Slurpuff,6,Normal,Meringue Pokémon,,Fairy,,0.8,5.0,480,82,80,86,85,75,72,https://img.pokemondb.net/sprites/home/normal/slurpuff.png
686,Inkay,6,Normal,Revolving Pokémon,,Dark,Psychic,0.4,3.5,288,53,54,53,37,46,45,https://img.pokemondb.net/sprites/home/normal/inkay.png
687,Malamar,6,Normal,Overturning Pokémon,,Dark,Psychic,1.5,47.0,482,86,92,88,68,75,73,https://img.pokemondb.net/sprites/home/normal/malamar.png
688,Binacle,6,Normal,Two-Handed Pokémon,,Rock,Water,0.5,31.0,306,42,52,67,39,56,50,https://img.pokemondb.net/sprites/home/normal/binacle.png
689,Barbaracle,6,Normal,Collective Pokémon,,Rock,Water,1.3,96.0,500,72,105,115,54,86,68,https://img.pokemondb.net/sprites/home/normal/barbaracle.png
690,Skrelp,6,Normal,Mock Kelp Pokémon,,Poison,Water,0.5,7.3,320,50,60,60,60,60,30,https://img.pokemondb.net/sprites/home/normal/skrelp.png
691,Dragalge,6,Normal,Mock Kelp Pokémon,,Poison,Dragon,1.8,81.5,494,65,75,90,97,123,44,https://img.pokemondb.net/sprites/home/normal/dragalge.png
692,Clauncher,6,Normal,Water Gun Pokémon,,Water,,0.5,8.3,330,50,53,62,58,63,44,https://img.pokemondb.net/sprites/home/normal/clauncher.png
693,Clawitzer,6,Normal,Howitzer Pokémon,,Water,,1.3,35.3,500,71,73,88,120,89,59,https://img.pokemondb.net/sprites/home/normal/clawitzer.png
694,Helioptile,6,Normal,Generator Pokémon,,Electric,Normal,0.5,6.0,289,44,38,33,61,43,70,https://img.pokemondb.net/sprites/home/normal/helioptile.png
695,Heliolisk,6,Normal,Generator Pokémon,,Electric,Normal,1.0,21.0,481,62,55,52,109,94,109,https://img.pokemondb.net/sprites/home/normal/heliolisk.png
696,Tyrunt,6,Normal,Royal Heir Pokémon,,Rock,Dragon,0.8,26.0,362,58,89,77,45,45,48,https://img.pokemondb.net/sprites/home/normal/tyrunt.png
697,Tyrantrum,6,Normal,Despot Pokémon,,Rock,Dragon,2.5,270.0,521,82,121,119,69,59,71,https://img.pokemondb.net/sprites/home/normal/tyrantrum.png
698,Amaura,6,Normal,Tundra Pokémon,,Rock,Ice,1.3,25.2,362,77,59,50,67,63,46,https://img.pokemondb.net/sprites/home/normal/amaura.png
699,Aurorus,6,Normal,Tundra Pokémon,,Rock,Ice,2.7,225.0,521,123,77,72,99,92,58,https://img.pokemondb.net/sprites/home/normal/aurorus.png
700,Sylveon,6,Normal,Intertwining Pokémon,,Fairy,,1.0,23.5,525,95,65,65,110,130,60,https://img.pokemondb.net/sprites/home/normal/sylveon.png
701,Hawlucha,6,Normal,Wrestling Pokémon,,Fighting,Flying,0.8,21.5,500,78,92,75,74,63,118,https://img.pokemondb.net/sprites/home/normal/hawlucha.png
702,Dedenne,6,Normal,Antenna Pokémon,,Electric,Fairy,0.2,2.2,431,67,58,57,81,67,101,https://img.pokemondb.net/sprites/home/normal/dedenne.png
703,Carbink,6,Normal,Jewel Pokémon,,Rock,Fairy,0.3,5.7,500,50,50,150,50,150,50,https://img.pokemondb.net/sprites/home/normal/carbink.png
704,Goomy,6,Normal,Soft Tissue Pokémon,,Dragon,,0.3,2.8,300,45,50,35,55,75,40,https://img.pokemondb.net/sprites/home/normal/goomy.png
705,Sliggoo,6,Normal,Soft Tissue Pokémon,,Dragon,,0.8,17.5,452,68,75,53,83,113,60,https://img.pokemondb.net/sprites/home/normal/sliggoo.png
706,Goodra,6,Normal,Dragon Pokémon,,Dragon,,2.0,150.5,600,90,100,70,110,150,80,https://img.pokemondb.net/sprites/home/normal/goodra.png
707,Klefki,6,Normal,Key Ring Pokémon,,Steel,Fairy,0.2,3.0,470,57,80,91,80,87,75,https://img.pokemondb.net/sprites/home/normal/klefki.png
708,Phantump,6,Normal,Stump Pokémon,,Ghost,Grass,0.4,7.0,309,43,70,48,50,60,38,https://img.pokemondb.net/sprites/home/normal/phantump.png
709,Trevenant,6,Normal,Elder Tree Pokémon,,Ghost,Grass,1.5,71.0,474,85,110,76,65,82,56,https://img.pokemondb.net/sprites/home/normal/trevenant.png
710,Pumpkaboo,6,Normal,Pumpkin Pokémon,Average Size,Ghost,Grass,0.4,5.0,335,49,66,70,44,55,51,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-average.png
710,Pumpkaboo,6,Normal,Pumpkin Pokémon,Small Size,Ghost,Grass,0.3,3.5,335,44,66,70,44,55,56,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-small.png
710,Pumpkaboo,6,Normal,Pumpkin Pokémon,Large Size,Ghost,Grass,0.5,7.5,335,54,66,70,44,55,46,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-large.png
710,Pumpkaboo,6,Normal,Pumpkin Pokémon,Super Size,Ghost,Grass,0.8,15.0,335,59,66,70,44,55,41,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-super.png
711,Gourgeist,6,Normal,Pumpkin Pokémon,Average Size,Ghost,Grass,0.9,12.5,494,65,90,122,58,75,84,https://img.pokemondb.net/sprites/home/normal/gourgeist-average.png
711,Gourgeist,6,Normal,Pumpkin Pokémon,Small Size,Ghost,Grass,0.7,9.5,494,55,85,122,58,75,99,https://img.pokemondb.net/sprites/home/normal/gourgeist-small.png
711,Gourgeist,6,Normal,Pumpkin Pokémon,Large Size,Ghost,Grass,1.1,14.0,494,75,95,122,58,75,69,https://img.pokemondb.net/sprites/home/normal/gourgeist-large.png
711,Gourgeist,6,Normal,Pumpkin Pokémon,Super Size,Ghost,Grass,1.7,39.0,494,85,100,122,58,75,54,https://img.pokemondb.net/sprites/home/normal/gourgeist-super.png
712,Bergmite,6,Normal,Ice Chunk Pokémon,,Ice,,1.0,99.5,304,55,69,85,32,35,28,https://img.pokemondb.net/sprites/home/normal/bergmite.png
713,Avalugg,6,Normal,Iceberg Pokémon,,Ice,,2.0,505.0,514,95,117,184,44,46,28,https://img.pokemondb.net/sprites/home/normal/avalugg.png
714,Noibat,6,Normal,Sound Wave Pokémon,,Flying,Dragon,0.5,8.0,245,40,30,35,45,40,55,https://img.pokemondb.net/sprites/home/normal/noibat.png
715,Noivern,6,Normal,Sound Wave Pokémon,,Flying,Dragon,1.5,85.0,535,85,70,80,97,80,123,https://img.pokemondb.net/sprites/home/normal/noivern.png
